date,ccaa,pcr,pcr_ia_14
2021-01-04,Ceuta,3134,189.91
2021-01-04,C. Valenciana,151903,322.62
2021-01-04,Extremadura,39305,604
2021-01-04,Galicia,62843,201.48
2021-01-04,Madrid,403618,375.35
2021-01-04,Melilla,4599,252.06
2021-01-04,Murcia,61530,238.03
2021-01-04,Navarra,42904,214.61
2021-01-04,País Vasco,112222,202.83
2021-01-04,La Rioja,18779,330.81
2021-01-05,Andalucía,269693,154.73
2021-01-05,Aragón,81298,269.24
2021-01-05,Asturias,27689,126.91
2021-01-05,Baleares,37934,530.77
2021-01-05,Canarias,28121,130.72
2021-01-05,Cantabria,18477,207.89
2021-01-05,C. La Mancha,104102,382.66
2021-01-05,C. León,135366,223
2021-01-05,Cataluña,367906,373.25
2021-01-05,Ceuta,3163,219.4
2021-01-05,C. Valenciana,155822,363.81
2021-01-05,Extremadura,40052,638.56
2021-01-05,Galicia,63292,209.45
2021-01-05,Madrid,408040,407.65
2021-01-05,Melilla,4640,274.03
2021-01-05,Murcia,62280,274.32
2021-01-05,Navarra,43061,226.38
2021-01-05,País Vasco,112753,209.44
2021-01-05,La Rioja,18855,346.28
2021-01-06,Andalucía,NA,NA
2021-01-06,Aragón,NA,NA
2021-01-06,Asturias,NA,NA
2021-01-06,Baleares,NA,NA
2021-01-06,Canarias,NA,NA
2021-01-06,Cantabria,NA,NA
2021-01-06,C. La Mancha,NA,NA
2021-01-06,C. León,NA,NA
2021-01-06,Cataluña,NA,NA
2021-01-06,Ceuta,NA,NA
2021-01-06,C. Valenciana,NA,NA
2021-01-06,Extremadura,NA,NA
2021-01-06,Galicia,NA,NA
2021-01-06,Madrid,NA,NA
2021-01-06,Melilla,NA,NA
2021-01-06,Murcia,NA,NA
2021-01-06,Navarra,NA,NA
2021-01-06,País Vasco,NA,NA
2021-01-06,La Rioja,NA,NA
2021-01-07,Andalucía,274817,186.56
2021-01-07,Aragón,81706,272.34
2021-01-07,Asturias,28045,142.55
2021-01-07,Baleares,39030,529.29
2021-01-07,Canarias,28590,131.98
2021-01-07,Cantabria,18765,234.39
2021-01-07,C. La Mancha,105977,397.62
2021-01-07,C. León,137410,282.18
2021-01-07,Cataluña,380406,411.47
2021-01-07,Ceuta,3202,248.89
2021-01-07,C. Valenciana,159615,343.74
2021-01-07,Extremadura,41847,716.58
2021-01-07,Galicia,64751,231.12
2021-01-07,Madrid,416724,452.19
2021-01-07,Melilla,4706,305.25
2021-01-07,Murcia,62950,281.81
2021-01-07,Navarra,43361,241.21
2021-01-07,País Vasco,113863,216.6
2021-01-07,La Rioja,19139,385.73
2021-01-08,Andalucía,276669,197.53
2021-01-08,Aragón,82696,321.92
2021-01-08,Asturias,28196,151.45
2021-01-08,Baleares,39586,546.52
2021-01-08,Canarias,28827,133.42
2021-01-08,Cantabria,18905,248.33
2021-01-08,C. La Mancha,107656,453.5
2021-01-08,C. León,138681,326.06
2021-01-08,Cataluña,386595,434.88
2021-01-08,Ceuta,3225,274.84
2021-01-08,C. Valenciana,164156,393.58
2021-01-08,Extremadura,43028,799
2021-01-08,Galicia,65479,243.12
2021-01-08,Madrid,421295,507.64
2021-01-08,Melilla,4728,326.06
2021-01-08,Murcia,63380,293.86
2021-01-08,Navarra,43542,253.28
2021-01-08,País Vasco,114390,220.09
2021-01-08,La Rioja,19326,424.56
2021-01-09,Andalucía,NA,NA
2021-01-09,Aragón,NA,NA
2021-01-09,Asturias,NA,NA
2021-01-09,Baleares,NA,NA
2021-01-09,Canarias,NA,NA
2021-01-09,Cantabria,NA,NA
2021-01-09,C. La Mancha,NA,NA
2021-01-09,C. León,NA,NA
2021-01-09,Cataluña,NA,NA
2021-01-09,Ceuta,NA,NA
2021-01-09,C. Valenciana,NA,NA
2021-01-09,Extremadura,NA,NA
2021-01-09,Galicia,NA,NA
2021-01-09,Madrid,NA,NA
2021-01-09,Melilla,NA,NA
2021-01-09,Murcia,NA,NA
2021-01-09,Navarra,NA,NA
2021-01-09,País Vasco,NA,NA
2021-01-09,La Rioja,NA,NA
2021-01-10,Andalucía,NA,NA
2021-01-10,Aragón,NA,NA
2021-01-10,Asturias,NA,NA
2021-01-10,Baleares,NA,NA
2021-01-10,Canarias,NA,NA
2021-01-10,Cantabria,NA,NA
2021-01-10,C. La Mancha,NA,NA
2021-01-10,C. León,NA,NA
2021-01-10,Cataluña,NA,NA
2021-01-10,Ceuta,NA,NA
2021-01-10,C. Valenciana,NA,NA
2021-01-10,Extremadura,NA,NA
2021-01-10,Galicia,NA,NA
2021-01-10,Madrid,NA,NA
2021-01-10,Melilla,NA,NA
2021-01-10,Murcia,NA,NA
2021-01-10,Navarra,NA,NA
2021-01-10,País Vasco,NA,NA
2021-01-10,La Rioja,NA,NA
2021-01-11,Andalucía,286415,294.74
2021-01-11,Aragón,84130,401.66
2021-01-11,Asturias,28737,185.28
2021-01-11,Baleares,41275,598.19
2021-01-11,Canarias,29626,151.11
2021-01-11,Cantabria,19291,279.48
2021-01-11,C. La Mancha,110614,556.21
2021-01-11,C. León,141928,443.13
2021-01-11,Cataluña,400552,524
2021-01-11,Ceuta,3306,337.36
2021-01-11,C. Valenciana,174172,516.87
2021-01-11,Extremadura,46130,1021.53
2021-01-11,Galicia,67842,297.57
2021-01-11,Madrid,429181,595.61
2021-01-11,Melilla,4809,402.37
2021-01-11,Murcia,63835,299.69
2021-01-11,Navarra,44001,290.42
2021-01-11,País Vasco,116072,257.32
2021-01-11,La Rioja,19866,557.77
2021-01-12,Andalucía,288933,310.41
2021-01-12,Aragón,84568,413.33
2021-01-12,Asturias,28996,203.46
2021-01-12,Baleares,41816,600.54
2021-01-12,Canarias,29872,150.92
2021-01-12,Cantabria,19499,304.26
2021-01-12,C. La Mancha,112158,595.66
2021-01-12,C. León,143022,469
2021-01-12,Cataluña,406325,523.95
2021-01-12,Ceuta,3334,353.87
2021-01-12,C. Valenciana,178863,565.75
2021-01-12,Extremadura,47250,1076.6
2021-01-12,Galicia,68633,312.72
2021-01-12,Madrid,434103,621.52
2021-01-12,Melilla,4862,420.87
2021-01-12,Murcia,63911,279.54
2021-01-12,Navarra,44189,301.89
2021-01-12,País Vasco,116871,276.16
2021-01-12,La Rioja,20015,593.12
2021-01-13,Andalucía,294474,355.61
2021-01-13,Aragón,85261,434.1
2021-01-13,Asturias,29318,220.86
2021-01-13,Baleares,42547,612.64
2021-01-13,Canarias,30245,155.1
2021-01-13,Cantabria,19627,307.02
2021-01-13,C. La Mancha,113948,635.85
2021-01-13,C. León,145208,538.77
2021-01-13,Cataluña,413332,527.26
2021-01-13,Ceuta,3365,364.49
2021-01-13,C. Valenciana,183671,609.88
2021-01-13,Extremadura,48623,1131.02
2021-01-13,Galicia,69816,340.54
2021-01-13,Madrid,438535,627.59
2021-01-13,Melilla,4922,470.59
2021-01-13,Murcia,70880,713.37
2021-01-13,Navarra,44394,313.2
2021-01-13,País Vasco,117607,285.31
2021-01-13,La Rioja,20316,649.94
2021-01-14,Andalucía,300235,402.86
2021-01-14,Aragón,86168,469.72
2021-01-14,Asturias,29597,235.82
2021-01-14,Baleares,43232,624.21
2021-01-14,Canarias,30602,161.14
2021-01-14,Cantabria,19809,320.27
2021-01-14,C. La Mancha,116338,690.11
2021-01-14,C. León,147530,611.87
2021-01-14,Cataluña,419486,532.44
2021-01-14,Ceuta,3404,391.62
2021-01-14,C. Valenciana,189877,667.88
2021-01-14,Extremadura,49959,1167.36
2021-01-14,Galicia,71067,365.99
2021-01-14,Madrid,443790,636.1
2021-01-14,Melilla,5005,534.18
2021-01-14,Murcia,72154,761.3
2021-01-14,Navarra,44607,323.9
2021-01-14,País Vasco,118388,295.32
2021-01-14,La Rioja,20719,719.39
2021-01-15,Andalucía,306961,463.88
2021-01-15,Aragón,87008,506.33
2021-01-15,Asturias,29913,257.24
2021-01-15,Baleares,43947,637.34
2021-01-15,Canarias,30972,163.88
2021-01-15,Cantabria,19945,336.44
2021-01-15,C. La Mancha,119183,780.48
2021-01-15,C. León,150012,696.13
2021-01-15,Cataluña,426130,561
2021-01-15,Ceuta,3424,402.23
2021-01-15,C. Valenciana,197372,760.13
2021-01-15,Extremadura,51108,1220.74
2021-01-15,Galicia,72332,392.7
2021-01-15,Madrid,449237,698.67
2021-01-15,Melilla,5053,563.09
2021-01-15,Murcia,74623,889.28
2021-01-15,Navarra,44849,338.57
2021-01-15,País Vasco,119161,306.87
2021-01-15,La Rioja,20934,738.64
2021-01-16,Andalucía,NA,NA
2021-01-16,Aragón,NA,NA
2021-01-16,Asturias,NA,NA
2021-01-16,Baleares,NA,NA
2021-01-16,Canarias,NA,NA
2021-01-16,Cantabria,NA,NA
2021-01-16,C. La Mancha,NA,NA
2021-01-16,C. León,NA,NA
2021-01-16,Cataluña,NA,NA
2021-01-16,Ceuta,NA,NA
2021-01-16,C. Valenciana,NA,NA
2021-01-16,Extremadura,NA,NA
2021-01-16,Galicia,NA,NA
2021-01-16,Madrid,NA,NA
2021-01-16,Melilla,NA,NA
2021-01-16,Murcia,NA,NA
2021-01-16,Navarra,NA,NA
2021-01-16,País Vasco,NA,NA
2021-01-16,La Rioja,NA,NA
2021-01-17,Andalucía,NA,NA
2021-01-17,Aragón,NA,NA
2021-01-17,Asturias,NA,NA
2021-01-17,Baleares,NA,NA
2021-01-17,Canarias,NA,NA
2021-01-17,Cantabria,NA,NA
2021-01-17,C. La Mancha,NA,NA
2021-01-17,C. León,NA,NA
2021-01-17,Cataluña,NA,NA
2021-01-17,Ceuta,NA,NA
2021-01-17,C. Valenciana,NA,NA
2021-01-17,Extremadura,NA,NA
2021-01-17,Galicia,NA,NA
2021-01-17,Madrid,NA,NA
2021-01-17,Melilla,NA,NA
2021-01-17,Murcia,NA,NA
2021-01-17,Navarra,NA,NA
2021-01-17,País Vasco,NA,NA
2021-01-17,La Rioja,NA,NA
2021-01-18,Andalucía,323655,627.78
2021-01-18,Aragón,89041,615.25
2021-01-18,Asturias,30804,318.15
2021-01-18,Baleares,45533,680.49
2021-01-18,Canarias,31699,174.52
2021-01-18,Cantabria,20401,351.59
2021-01-18,C. La Mancha,125393,1006.86
2021-01-18,C. León,156306,910.8
2021-01-18,Cataluña,439154,631.2
2021-01-18,Ceuta,3491,418.75
2021-01-18,C. Valenciana,210451,896.12
2021-01-18,Extremadura,54396,1383.62
2021-01-18,Galicia,75936,484.2
2021-01-18,Madrid,458212,789.88
2021-01-18,Melilla,5170,645.18
2021-01-18,Murcia,78456,1081.67
2021-01-18,Navarra,45431,385.96
2021-01-18,País Vasco,121216,349.72
2021-01-18,La Rioja,21706,920.78
2021-01-19,Andalucía,327415,644.91
2021-01-19,Aragón,89570,632.23
2021-01-19,Asturias,31083,332.03
2021-01-19,Baleares,46110,678.41
2021-01-19,Canarias,32010,178.51
2021-01-19,Cantabria,20520,348.15
2021-01-19,C. La Mancha,127541,1054.77
2021-01-19,C. León,158607,971.1
2021-01-19,Cataluña,444330,624.43
2021-01-19,Ceuta,3522,421.1
2021-01-19,C. Valenciana,218400,983.52
2021-01-19,Extremadura,55480,1412.46
2021-01-19,Galicia,77232,515.5
2021-01-19,Madrid,463716,804.2
2021-01-19,Melilla,5235,667.15
2021-01-19,Murcia,80242,1139.97
2021-01-19,Navarra,45701,404.91
2021-01-19,País Vasco,122092,364.89
2021-01-19,La Rioja,21936,967.49
2021-01-20,Andalucía,333442,676.86
2021-01-20,Aragón,90406,650.73
2021-01-20,Asturias,31453,351.78
2021-01-20,Baleares,46721,673.53
2021-01-20,Canarias,32309,180.88
2021-01-20,Cantabria,20724,360.71
2021-01-20,C. La Mancha,129591,1066.18
2021-01-20,C. León,161590,1047.16
2021-01-20,Cataluña,450191,615.81
2021-01-20,Ceuta,3560,429.36
2021-01-20,C. Valenciana,228205,1075.77
2021-01-20,Extremadura,56724,1425.29
2021-01-20,Galicia,78676,542.43
2021-01-20,Madrid,469934,789.7
2021-01-20,Melilla,5319,698.37
2021-01-20,Murcia,82243,1189.1
2021-01-20,Navarra,45909,412.25
2021-01-20,País Vasco,122974,373.5
2021-01-20,La Rioja,22347,1042.3
2021-01-21,Andalucía,340991,744.02
2021-01-21,Aragón,91191,680.52
2021-01-21,Asturias,31895,377.59
2021-01-21,Baleares,47359,699.72
2021-01-21,Canarias,32638,184.69
2021-01-21,Cantabria,20930,371.21
2021-01-21,C. La Mancha,132362,1140.61
2021-01-21,C. León,164560,1142.34
2021-01-21,Cataluña,456108,653.88
2021-01-21,Ceuta,3617,485.98
2021-01-21,C. Valenciana,236657,1166.18
2021-01-21,Extremadura,57858,1467.53
2021-01-21,Galicia,80627,586.48
2021-01-21,Madrid,477031,875.06
2021-01-21,Melilla,5407,786.25
2021-01-21,Murcia,84318,1286.9
2021-01-21,Navarra,46152,427.54
2021-01-21,País Vasco,124226,402.49
2021-01-21,La Rioja,22748,1134.79
2021-01-22,Andalucía,348842,799.73
2021-01-22,Aragón,91963,703.94
2021-01-22,Asturias,32402,412.69
2021-01-22,Baleares,47984,689.45
2021-01-22,Canarias,32971,188.91
2021-01-22,Cantabria,21127,380.5
2021-01-22,C. La Mancha,134196,1158.17
2021-01-22,C. León,167444,1215.23
2021-01-22,Cataluña,461871,647.03
2021-01-22,Ceuta,3658,507.21
2021-01-22,C. Valenciana,245280,1245.48
2021-01-22,Extremadura,58917,1448.52
2021-01-22,Galicia,82542,630.23
2021-01-22,Madrid,483391,904.24
2021-01-22,Melilla,5496,857.93
2021-01-22,Murcia,86468,1332.96
2021-01-22,Navarra,46481,448.78
2021-01-22,País Vasco,125361,424.54
2021-01-22,La Rioja,23166,1208.34
2021-01-23,Andalucía,NA,NA
2021-01-23,Aragón,NA,NA
2021-01-23,Asturias,NA,NA
2021-01-23,Baleares,NA,NA
2021-01-23,Canarias,NA,NA
2021-01-23,Cantabria,NA,NA
2021-01-23,C. La Mancha,NA,NA
2021-01-23,C. León,NA,NA
2021-01-23,Cataluña,NA,NA
2021-01-23,Ceuta,NA,NA
2021-01-23,C. Valenciana,NA,NA
2021-01-23,Extremadura,NA,NA
2021-01-23,Galicia,NA,NA
2021-01-23,Madrid,NA,NA
2021-01-23,Melilla,NA,NA
2021-01-23,Murcia,NA,NA
2021-01-23,Navarra,NA,NA
2021-01-23,País Vasco,NA,NA
2021-01-23,La Rioja,NA,NA
2021-01-24,Andalucía,NA,NA
2021-01-24,Aragón,NA,NA
2021-01-24,Asturias,NA,NA
2021-01-24,Baleares,NA,NA
2021-01-24,Canarias,NA,NA
2021-01-24,Cantabria,NA,NA
2021-01-24,C. La Mancha,NA,NA
2021-01-24,C. León,NA,NA
2021-01-24,Cataluña,NA,NA
2021-01-24,Ceuta,NA,NA
2021-01-24,C. Valenciana,NA,NA
2021-01-24,Extremadura,NA,NA
2021-01-24,Galicia,NA,NA
2021-01-24,Madrid,NA,NA
2021-01-24,Melilla,NA,NA
2021-01-24,Murcia,NA,NA
2021-01-24,Navarra,NA,NA
2021-01-24,País Vasco,NA,NA
2021-01-24,La Rioja,NA,NA
2021-01-25,Andalucía,368220,915.28
2021-01-25,Aragón,94005,751.01
2021-01-25,Asturias,33779,494.23
2021-01-25,Baleares,49610,689.98
2021-01-25,Canarias,33785,189.52
2021-01-25,Cantabria,21691,411.65
2021-01-25,C. La Mancha,139801,1248.29
2021-01-25,C. León,174017,1351.8
2021-01-25,Cataluña,473259,639.67
2021-01-25,Ceuta,3746,515.47
2021-01-25,C. Valenciana,264742,1339.67
2021-01-25,Extremadura,61221,1381.37
2021-01-25,Galicia,86829,700.83
2021-01-25,Madrid,493130,946.53
2021-01-25,Melilla,5673,971.24
2021-01-25,Murcia,90786,1371.91
2021-01-25,Navarra,47100,471.56
2021-01-25,País Vasco,128093,457.97
2021-01-25,La Rioja,23895,1266.11
2021-01-26,Andalucía,373028,913.83
2021-01-26,Aragón,94560,759.73
2021-01-26,Asturias,34214,511.34
2021-01-26,Baleares,50059,663.79
2021-01-26,Canarias,34013,188.59
2021-01-26,Cantabria,21862,405.45
2021-01-26,C. La Mancha,141741,1254.54
2021-01-26,C. León,176496,1377.3
2021-01-26,Cataluña,477807,613.94
2021-01-26,Ceuta,3791,539.06
2021-01-26,C. Valenciana,274335,1423.39
2021-01-26,Extremadura,61948,1330.32
2021-01-26,Galicia,88329,726.06
2021-01-26,Madrid,498502,962.45
2021-01-26,Melilla,5737,974.71
2021-01-26,Murcia,92911,1382.49
2021-01-26,Navarra,47373,486.69
2021-01-26,País Vasco,128950,457.2
2021-01-26,La Rioja,24161,1300.2
2021-01-27,Andalucía,379715,919.12
2021-01-27,Aragón,95429,772.76
2021-01-27,Asturias,34811,538.33
2021-01-27,Baleares,50585,649.35
2021-01-27,Canarias,34350,187.24
2021-01-27,Cantabria,21923,394.1
2021-01-27,C. La Mancha,144229,1269.34
2021-01-27,C. León,179211,1397.3
2021-01-27,Cataluña,482472,589.7
2021-01-27,Ceuta,3817,529.62
2021-01-27,C. Valenciana,283621,1459.82
2021-01-27,Extremadura,62743,1283.78
2021-01-27,Galicia,89992,742.77
2021-01-27,Madrid,504690,988.54
2021-01-27,Melilla,5807,985.12
2021-01-27,Murcia,94575,1347.35
2021-01-27,Navarra,47603,491.74
2021-01-27,País Vasco,130040,468.16
2021-01-27,La Rioja,24489,1303.35
2021-01-28,Andalucía,383399,886.02
2021-01-28,Aragón,96324,771.32
2021-01-28,Asturias,35374,566.29
2021-01-28,Baleares,51103,631.86
2021-01-28,Canarias,34681,186.45
2021-01-28,Cantabria,22124,397.54
2021-01-28,C. La Mancha,146462,1238.2
2021-01-28,C. León,181926,1414.68
2021-01-28,Cataluña,487277,573.47
2021-01-28,Ceuta,3871,549.68
2021-01-28,C. Valenciana,290365,1438.4
2021-01-28,Extremadura,63493,1224.86
2021-01-28,Galicia,91495,751.81
2021-01-28,Madrid,510352,994.79
2021-01-28,Melilla,5884,1004.78
2021-01-28,Murcia,96584,1338.44
2021-01-28,Navarra,47842,493.26
2021-01-28,País Vasco,131506,492.62
2021-01-28,La Rioja,24939,1324.19
2021-01-29,Andalucía,391102,899.07
2021-01-29,Aragón,96962,758.29
2021-01-29,Asturias,35966,592
2021-01-29,Baleares,51575,616.46
2021-01-29,Canarias,35014,184.59
2021-01-29,Cantabria,22186,394.61
2021-01-29,C. La Mancha,148459,1205
2021-01-29,C. León,184134,1402.89
2021-01-29,Cataluña,492228,564.22
2021-01-29,Ceuta,3904,562.65
2021-01-29,C. Valenciana,298389,1431.28
2021-01-29,Extremadura,64241,1178.41
2021-01-29,Galicia,93195,768.18
2021-01-29,Madrid,515790,993.02
2021-01-29,Melilla,5957,1029.06
2021-01-29,Murcia,97921,1285.5
2021-01-29,Navarra,48104,495.56
2021-01-29,País Vasco,132768,509.79
2021-01-29,La Rioja,25224,1347.23
2021-01-30,Andalucía,NA,NA
2021-01-30,Aragón,NA,NA
2021-01-30,Asturias,NA,NA
2021-01-30,Baleares,NA,NA
2021-01-30,Canarias,NA,NA
2021-01-30,Cantabria,NA,NA
2021-01-30,C. La Mancha,NA,NA
2021-01-30,C. León,NA,NA
2021-01-30,Cataluña,NA,NA
2021-01-30,Ceuta,NA,NA
2021-01-30,C. Valenciana,NA,NA
2021-01-30,Extremadura,NA,NA
2021-01-30,Galicia,NA,NA
2021-01-30,Madrid,NA,NA
2021-01-30,Melilla,NA,NA
2021-01-30,Murcia,NA,NA
2021-01-30,Navarra,NA,NA
2021-01-30,País Vasco,NA,NA
2021-01-30,La Rioja,NA,NA
2021-01-31,Andalucía,NA,NA
2021-01-31,Aragón,NA,NA
2021-01-31,Asturias,NA,NA
2021-01-31,Baleares,NA,NA
2021-01-31,Canarias,NA,NA
2021-01-31,Cantabria,NA,NA
2021-01-31,C. La Mancha,NA,NA
2021-01-31,C. León,NA,NA
2021-01-31,Cataluña,NA,NA
2021-01-31,Ceuta,NA,NA
2021-01-31,C. Valenciana,NA,NA
2021-01-31,Extremadura,NA,NA
2021-01-31,Galicia,NA,NA
2021-01-31,Madrid,NA,NA
2021-01-31,Melilla,NA,NA
2021-01-31,Murcia,NA,NA
2021-01-31,Navarra,NA,NA
2021-01-31,País Vasco,NA,NA
2021-01-31,La Rioja,NA,NA
2021-02-01,Andalucía,411468,959.28
2021-02-01,Aragón,97813,671.72
2021-02-01,Asturias,37241,628.76
2021-02-01,Baleares,52490,555.83
2021-02-01,Canarias,35729,185.61
2021-02-01,Cantabria,22577,382.74
2021-02-01,C. La Mancha,152833,1127.38
2021-02-01,C. León,188780,1330.63
2021-02-01,Cataluña,500604,548.66
2021-02-01,Ceuta,3986,581.53
2021-02-01,C. Valenciana,317019,1352.22
2021-02-01,Extremadura,65442,1000.37
2021-02-01,Galicia,97202,780.48
2021-02-01,Madrid,523791,978.2
2021-02-01,Melilla,6111,1074.15
2021-02-01,Murcia,99631,1098.87
2021-02-01,Navarra,48646,487.76
2021-02-01,País Vasco,135565,532.66
2021-02-01,La Rioja,25877,1304.3
2021-02-02,Andalucía,415278,930.67
2021-02-02,Aragón,98231,660.28
2021-02-02,Asturias,37722,649
2021-02-02,Baleares,52706,523.2
2021-02-02,Canarias,35941,180.46
2021-02-02,Cantabria,22720,386.52
2021-02-02,C. La Mancha,154343,1105.73
2021-02-02,C. León,190323,1293.95
2021-02-02,Cataluña,505572,519.86
2021-02-02,Ceuta,4032,600.4
2021-02-02,C. Valenciana,325112,1382.44
2021-02-02,Extremadura,65831,916.92
2021-02-02,Galicia,98293,770.18
2021-02-02,Madrid,527942,954.72
2021-02-02,Melilla,6159,1040.62
2021-02-02,Murcia,100285,1016
2021-02-02,Navarra,48879,484.55
2021-02-02,País Vasco,136496,537.1
2021-02-02,La Rioja,26004,1268.95
2021-02-03,Andalucía,420352,900.41
2021-02-03,Aragón,99489,689.61
2021-02-03,Asturias,38175,656.73
2021-02-03,Baleares,53027,490.32
2021-02-03,Canarias,36176,177.12
2021-02-03,Cantabria,22866,376.37
2021-02-03,C. La Mancha,155903,1065.98
2021-02-03,C. León,191968,1240.19
2021-02-03,Cataluña,512163,494.34
2021-02-03,Ceuta,4074,603.94
2021-02-03,C. Valenciana,330368,1323.02
2021-02-03,Extremadura,66222,845.08
2021-02-03,Galicia,99399,756.81
2021-02-03,Madrid,533074,918.14
2021-02-03,Melilla,6214,1002.46
2021-02-03,Murcia,101069,931.46
2021-02-03,Navarra,49063,478.74
2021-02-03,País Vasco,137556,538.78
2021-02-03,La Rioja,26307,1233.59
2021-02-04,Andalucía,427083,888.62
2021-02-04,Aragón,100106,676.8
2021-02-04,Asturias,38564,651.84
2021-02-04,Baleares,53343,463.78
2021-02-04,Canarias,36430,173.73
2021-02-04,Cantabria,22980,360.19
2021-02-04,C. La Mancha,157347,981.52
2021-02-04,C. León,193500,1177.76
2021-02-04,Cataluña,518056,477.02
2021-02-04,Ceuta,4117,589.78
2021-02-04,C. Valenciana,335186,1245
2021-02-04,Extremadura,66563,770.15
2021-02-04,Galicia,100652,730.17
2021-02-04,Madrid,537273,888.54
2021-02-04,Melilla,6263,949.28
2021-02-04,Murcia,101589,841.49
2021-02-04,Navarra,49299,478.28
2021-02-04,País Vasco,138571,536.33
2021-02-04,La Rioja,26503,1160.36
2021-02-05,Andalucía,432228,854.97
2021-02-05,Aragón,100714,665.74
2021-02-05,Asturias,38995,644.11
2021-02-05,Baleares,53584,423.85
2021-02-05,Canarias,36678,169.08
2021-02-05,Cantabria,23116,349.87
2021-02-05,C. La Mancha,158757,915.75
2021-02-05,C. León,194915,1117.04
2021-02-05,Cataluña,523662,462.92
2021-02-05,Ceuta,4138,566.19
2021-02-05,C. Valenciana,341314,1190.48
2021-02-05,Extremadura,66852,698.6
2021-02-05,Galicia,101860,699.28
2021-02-05,Madrid,541095,860.48
2021-02-05,Melilla,6315,909.96
2021-02-05,Murcia,102058,771.67
2021-02-05,Navarra,49548,465.29
2021-02-05,País Vasco,139527,532.48
2021-02-05,La Rioja,26634,1077.97
2021-02-06,Andalucía,NA,NA
2021-02-06,Aragón,NA,NA
2021-02-06,Asturias,NA,NA
2021-02-06,Baleares,NA,NA
2021-02-06,Canarias,NA,NA
2021-02-06,Cantabria,NA,NA
2021-02-06,C. La Mancha,NA,NA
2021-02-06,C. León,NA,NA
2021-02-06,Cataluña,NA,NA
2021-02-06,Ceuta,NA,NA
2021-02-06,C. Valenciana,NA,NA
2021-02-06,Extremadura,NA,NA
2021-02-06,Galicia,NA,NA
2021-02-06,Madrid,NA,NA
2021-02-06,Melilla,NA,NA
2021-02-06,Murcia,NA,NA
2021-02-06,Navarra,NA,NA
2021-02-06,País Vasco,NA,NA
2021-02-06,La Rioja,NA,NA
2021-02-07,Andalucía,NA,NA
2021-02-07,Aragón,NA,NA
2021-02-07,Asturias,NA,NA
2021-02-07,Baleares,NA,NA
2021-02-07,Canarias,NA,NA
2021-02-07,Cantabria,NA,NA
2021-02-07,C. La Mancha,NA,NA
2021-02-07,C. León,NA,NA
2021-02-07,Cataluña,NA,NA
2021-02-07,Ceuta,NA,NA
2021-02-07,C. Valenciana,NA,NA
2021-02-07,Extremadura,NA,NA
2021-02-07,Galicia,NA,NA
2021-02-07,Madrid,NA,NA
2021-02-07,Melilla,NA,NA
2021-02-07,Murcia,NA,NA
2021-02-07,Navarra,NA,NA
2021-02-07,País Vasco,NA,NA
2021-02-07,La Rioja,NA,NA
2021-02-08,Andalucía,443758,780.82
2021-02-08,Aragón,101847,599.49
2021-02-08,Asturias,39922,599.24
2021-02-08,Baleares,54083,342.77
2021-02-08,Canarias,37248,157.38
2021-02-08,Cantabria,23331,307.19
2021-02-08,C. La Mancha,161214,770.29
2021-02-08,C. León,197204,936.26
2021-02-08,Cataluña,531520,445.24
2021-02-08,Ceuta,4208,546.14
2021-02-08,C. Valenciana,348522,994.99
2021-02-08,Extremadura,67359,542.38
2021-02-08,Galicia,104213,603.48
2021-02-08,Madrid,546700,800.9
2021-02-08,Melilla,6411,846.37
2021-02-08,Murcia,103077,613.16
2021-02-08,Navarra,49890,418.98
2021-02-08,País Vasco,141694,516.18
2021-02-08,La Rioja,26884,929.3
2021-02-09,Andalucía,445780,731.17
2021-02-09,Aragón,102152,578.95
2021-02-09,Asturias,40164,580.86
2021-02-09,Baleares,54248,309.88
2021-02-09,Canarias,37422,155.06
2021-02-09,Cantabria,23428,294.45
2021-02-09,C. La Mancha,161898,720.26
2021-02-09,C. León,198081,870.96
2021-02-09,Cataluña,534034,414.57
2021-02-09,Ceuta,4239,530.8
2021-02-09,C. Valenciana,352832,965.15
2021-02-09,Extremadura,67609,491.05
2021-02-09,Galicia,104791,569.03
2021-02-09,Madrid,549577,759.58
2021-02-09,Melilla,6455,811.68
2021-02-09,Murcia,103374,537.25
2021-02-09,Navarra,50032,400.17
2021-02-09,País Vasco,142452,506.48
2021-02-09,La Rioja,26919,852.59
2021-02-10,Andalucía,448767,681.24
2021-02-10,Aragón,102509,547.34
2021-02-10,Asturias,40445,548.4
2021-02-10,Baleares,54429,276.04
2021-02-10,Canarias,37634,149.49
2021-02-10,Cantabria,23527,288.77
2021-02-10,C. La Mancha,162777,644.51
2021-02-10,C. León,198943,793.48
2021-02-10,Cataluña,537456,391.68
2021-02-10,Ceuta,4275,543.78
2021-02-10,C. Valenciana,355862,879.44
2021-02-10,Extremadura,67762,427.27
2021-02-10,Galicia,105475,528.91
2021-02-10,Madrid,553202,711.78
2021-02-10,Melilla,6495,771.21
2021-02-10,Murcia,103717,465.76
2021-02-10,Navarra,50124,383.36
2021-02-10,País Vasco,143210,497.02
2021-02-10,La Rioja,26992,769.26
2021-02-11,Andalucía,452318,635.21
2021-02-11,Aragón,102913,510.73
2021-02-11,Asturias,40705,517.5
2021-02-11,Baleares,54591,257.08
2021-02-11,Canarias,37869,145.07
2021-02-11,Cantabria,23635,272.6
